id,val
441,0.535826795
442,0.481753674
443,0.425779292
444,0.368124553
445,0.309016994
446,0.248689887
447,0.187381315
448,0.125333234
449,0.06279052
450,1.10E-15
451,-0.06279052
452,-0.125333234
453,-0.187381315
454,-0.248689887
455,-0.309016994
456,-0.368124553
457,-0.425779292
458,-0.481753674
459,-0.535826795
460,-0.587785252
461,-0.63742399
462,-0.684547106
463,-0.728968627
464,-0.770513243
465,-0.809016994
466,-0.844327926
467,-0.87630668
468,-0.904827052
469,-0.929776486
470,-0.951056516
471,-0.968583161
472,-0.982287251
473,-0.992114701
474,-0.998026728
475,-1
476,-0.998026728
477,-0.992114701
478,-0.982287251
479,-0.968583161
480,-0.951056516
481,-0.929776486
482,-0.904827052
483,-0.87630668
484,-0.844327926
485,-0.809016994
486,-0.770513243
487,-0.728968627
488,-0.684547106
489,-0.63742399
490,-0.587785252
491,-0.535826795
492,-0.481753674
493,-0.425779292
494,-0.368124553
495,-0.309016994
496,-0.248689887
497,-0.187381315
498,-0.125333234
499,-0.06279052
500,-1.22E-15
501,0.06279052
502,0.125333234
503,0.187381315
504,0.248689887
505,0.309016994
506,0.368124553
507,0.425779292
508,0.481753674
509,0.535826795
510,0.587785252
511,0.63742399
512,0.684547106
513,0.728968627
514,0.770513243
515,0.809016994
516,0.844327926
517,0.87630668
518,0.904827052
519,0.929776486
520,0.951056516
521,0.968583161
522,0.982287251
523,0.992114701
524,0.998026728
525,1
526,0.998026728
527,0.992114701
528,0.982287251
529,0.968583161
530,0.951056516
531,0.929776486
532,0.904827052
533,0.87630668
534,0.844327926
535,0.809016994
536,0.770513243
537,0.728968627
538,0.684547106
539,0.63742399
540,0.587785252
541,0.535826795
542,0.481753674
543,0.425779292
544,0.368124553
545,0.309016994
546,0.248689887
547,0.187381315
548,0.125333234
549,0.06279052
550,-2.21E-15
551,-0.06279052
552,-0.125333234
553,-0.187381315
554,-0.248689887
555,-0.309016994
556,-0.368124553
557,-0.425779292
558,-0.481753674
559,-0.535826795
560,-0.587785252
561,-0.63742399
562,-0.684547106
563,-0.728968627
564,-0.770513243
565,-0.809016994
566,-0.844327926
567,-0.87630668
568,-0.904827052
569,-0.929776486
570,-0.951056516
571,-0.968583161
572,-0.982287251
573,-0.992114701
574,-0.998026728
575,-1
576,-0.998026728
577,-0.992114701
578,-0.982287251
579,-0.968583161
580,-0.951056516
581,-0.929776486
582,-0.904827052
583,-0.87630668
584,-0.844327926
585,-0.809016994
586,-0.770513243
587,-0.728968627
588,-0.684547106
589,-0.63742399
590,-0.587785252
591,-0.535826795
592,-0.481753674
593,-0.425779292
594,-0.368124553
595,-0.309016994
596,-0.248689887
597,-0.187381315
598,-0.125333234
599,-0.06279052
600,-1.47E-15
601,0.06279052
602,0.125333234
603,0.187381315
604,0.248689887
605,0.309016994
606,0.368124553
607,0.425779292
608,0.481753674
609,0.535826795
610,0.587785252
611,0.63742399
612,0.684547106
613,0.728968627
614,0.770513243
615,0.809016994
616,0.844327926
617,0.87630668
618,0.904827052
